0,Nome,0,Empresa,Departamento,0.00
79049,Rudyard M. Calderon,69,Macromedia,Public Relations,1496.00
79053,Gay S. Wynn,29,Lavasoft,Advertising,1694.00
79066,Mason M. Davis,58,Cakewalk,Research and Development,3543.00
79069,Jack M. Benjamin,46,Microsoft,Advertising,9250.00
79072,Drew W. Chapman,20,Finale,Asset Management,2242.00
79073,Grant C. Strong,32,Apple Systems,Advertising,7987.00
79091,Nicole K. Dale,36,Chami,Finances,2203.00
79096,Hedy X. Farrell,65,Sibelius,Public Relations,6907.00
79101,Paul I. Mcdowell,65,Lycos,Human Resources,2561.00
79113,Florence X. Vinson,34,Sibelius,Customer Relations,7770.00
79119,Penelope J. Petersen,57,Lavasoft,Finances,1016.00
79124,Lavinia U. Riggs,56,Macromedia,Human Resources,1818.00
79135,Constance N. Sherman,33,Chami,Payroll,4337.00
79143,Abigail R. Montgomery,39,Adobe,Quality Assurance,2898.00
79155,Nasim K. Gates,37,Chami,Public Relations,8970.00
79160,Alfreda A. Gaines,55,Google,Accounting,8301.00
79163,Violet Z. Graves,43,Lavasoft,Research and Development,6886.00
79178,Morgan R. Kinney,25,Yahoo,Tech Support,3913.00
79179,Caesar G. Robles,69,Altavista,Human Resources,6234.00
79185,Madison L. Woodward,63,Sibelius,Accounting,1011.00
79206,Jayme M. Simpson,42,Cakewalk,Tech Support,5003.00
79209,Harper O. Hyde,35,Chami,Advertising,8773.00
79225,Cairo P. Riddle,31,Apple Systems,Human Resources,7577.00
79230,Chaim W. Duke,27,Lycos,Legal Department,4528.00
79241,Carla C. Cohen,38,Lycos,Accounting,1783.00
79258,Lane L. Wolf,55,Chami,Accounting,9211.00
79263,Tobias D. Alford,60,Adobe,Asset Management,8781.00
79266,Channing B. Riley,53,Microsoft,Finances,2298.00
79271,Emery D. Lawrence,28,Sibelius,Quality Assurance,1495.00
79279,Hilda M. Britt,67,Altavista,Payroll,3586.00
79306,Mari Q. Guerrero,51,Borland,Research and Development,5175.00
79313,Marcia T. Knight,28,Google,Customer Service,5682.00
79319,Griffin R. Woods,62,Macromedia,Quality Assurance,3572.00
79327,Blythe A. Estrada,66,Borland,Finances,7805.00
79329,Nicholas U. Marsh,67,Finale,Legal Department,8385.00
79330,Rashad E. Holloway,59,Altavista,Customer Service,5840.00
79340,Dieter Z. Holt,62,Lycos,Research and Development,2492.00
79346,Quemby S. Blair,18,Sibelius,Media Relations,5169.00
79350,Nola M. Hays,69,Chami,Research and Development,2762.00
79351,Reed Z. Horne,24,Borland,Research and Development,7381.00
79356,Adele N. Winters,55,Microsoft,Human Resources,2280.00
79357,India E. Foreman,52,Lycos,Legal Department,1122.00
79367,Colorado Y. Mcneil,28,Adobe,Research and Development,9071.00
79389,Autumn D. Stephens,36,Adobe,Public Relations,8566.00
79397,Amber J. Ewing,48,Yahoo,Human Resources,2093.00
79400,Piper Y. Malone,58,Borland,Asset Management,8546.00
79413,Regan L. Golden,50,Lycos,Finances,8555.00
79415,Pascale D. Benson,29,Finale,Media Relations,6238.00
79438,Charde N. Delgado,56,Apple Systems,Research and Development,9798.00
79448,Mari I. Vega,58,Sibelius,Research and Development,8523.00
79458,Wyatt M. Leach,29,Yahoo,Customer Relations,1686.00
79475,Christopher X. Michael,52,Macromedia,Accounting,3296.00
79476,Orson S. Carter,48,Chami,Asset Management,5568.00
79481,Mallory C. Stanton,58,Microsoft,Quality Assurance,8278.00
79485,Medge T. Woodward,34,Altavista,Advertising,6384.00
79486,Nomlanga X. Faulkner,48,Adobe,Quality Assurance,2892.00
79489,Tiger V. Knight,67,Sibelius,Media Relations,2121.00
79495,Barclay K. Alvarado,52,Microsoft,Quality Assurance,2768.00
79502,Sigourney E. Morgan,31,Adobe,Sales and Marketing,4199.00
79517,MacKensie C. Spencer,24,Chami,Legal Department,4058.00
79518,Austin A. Glass,21,Google,Legal Department,2298.00
79521,Daryl F. Burgess,62,Altavista,Payroll,8276.00
79529,Tobias W. Wyatt,51,Chami,Asset Management,5632.00
79530,Dale Y. Johnston,49,Google,Legal Department,4784.00
79531,Grady N. Vinson,20,Borland,Research and Development,4787.00
79538,Cassandra F. Mann,37,Chami,Human Resources,2420.00
79551,Rae H. Reynolds,23,Lavasoft,Payroll,1395.00
79552,Vance T. Herrera,33,Microsoft,Customer Relations,2972.00
79555,Nayda A. Fuller,70,Apple Systems,Public Relations,6143.00
79566,Alfonso Q. Lambert,44,Adobe,Accounting,9388.00
79571,Martina O. Wright,24,Macromedia,Research and Development,2360.00
79579,Jenna O. Wallace,18,Chami,Tech Support,7180.00
79583,Stella D. Manning,28,Macromedia,Payroll,5639.00
79591,Armando Q. Dudley,43,Altavista,Public Relations,6391.00
79594,Malachi F. Goodman,53,Sibelius,Media Relations,3395.00
79595,Barclay J. Franco,52,Macromedia,Quality Assurance,7241.00
79604,Quail Q. Roberson,25,Yahoo,Asset Management,5794.00
79611,Kai S. Jefferson,19,Google,Media Relations,9296.00
79615,Blossom E. Daugherty,20,Apple Systems,Media Relations,6837.00
79619,Randall R. Ware,66,Lavasoft,Sales and Marketing,5259.00
79625,Felix U. Poole,49,Borland,Accounting,7465.00
79626,Stephanie W. Dale,68,Adobe,Legal Department,9047.00
79632,Walker B. Pierce,24,Sibelius,Customer Service,2893.00
79636,Isadora F. Ayers,33,Altavista,Customer Service,1525.00
79637,Griffin C. Ayala,45,Apple Systems,Finances,8910.00
79646,Samson W. Middleton,42,Microsoft,Asset Management,1295.00
79648,Eden B. Powers,53,Apple Systems,Human Resources,5997.00
79650,Chantale K. Bartlett,48,Finale,Accounting,1408.00
79661,Sharon N. Monroe,23,Adobe,Customer Service,6990.00
79662,Libby M. Larson,33,Yahoo,Legal Department,5701.00
79673,Bevis Y. Foster,35,Finale,Advertising,9570.00
79674,Flynn B. Andrews,55,Altavista,Legal Department,7203.00
79677,Chester B. Christian,56,Microsoft,Human Resources,5678.00
79692,Lamar O. Wagner,63,Macromedia,Payroll,6847.00
79701,Jasmine B. Henderson,18,Yahoo,Asset Management,7309.00
79702,James Y. Morrison,33,Sibelius,Customer Service,5128.00
79711,Karly D. Robbins,24,Macromedia,Public Relations,4254.00
79718,Jasper U. Maddox,46,Adobe,Asset Management,3802.00
79727,Stella X. Ratliff,54,Apple Systems,Quality Assurance,1896.00
79756,Blaine N. Chambers,61,Google,Customer Relations,8971.00
79758,Buckminster T. Bolton,28,Microsoft,Legal Department,8718.00
79767,Renee I. Byrd,58,Apple Systems,Quality Assurance,9019.00
79785,Samuel N. Silva,33,Finale,Accounting,5252.00
79789,Reed B. Burnett,56,Lavasoft,Finances,5079.00
79790,Jenette W. Kemp,19,Macromedia,Public Relations,6101.00
79793,Rina F. Mack,38,Lavasoft,Public Relations,8356.00
79794,Hunter D. Ballard,43,Adobe,Legal Department,4941.00
79798,Leandra I. Curry,50,Adobe,Media Relations,4986.00
79815,Dante A. Moore,45,Chami,Tech Support,5993.00
79818,Ryan R. Hudson,55,Sibelius,Public Relations,1235.00
79819,Galena G. Cross,38,Macromedia,Customer Relations,6386.00
79825,Coby O. Kidd,41,Apple Systems,Legal Department,8758.00
79827,Scarlet G. Mayer,62,Macromedia,Asset Management,5894.00
79831,Risa D. Woodard,49,Chami,Payroll,4484.00
79838,Lars H. Morse,27,Sibelius,Research and Development,5952.00
79859,Rigel R. Palmer,68,Sibelius,Accounting,7725.00
79869,Dai R. Cortez,27,Cakewalk,Finances,2308.00
79872,Valentine I. Porter,31,Chami,Finances,4445.00
79883,Nina K. Cruz,24,Macromedia,Quality Assurance,3034.00
79891,Xaviera F. Howell,58,Macromedia,Customer Relations,3427.00
79895,Wilma S. Pittman,36,Altavista,Accounting,4964.00
79911,Maryam E. Franks,18,Chami,Accounting,4289.00
79914,Lisandra U. Harding,38,Cakewalk,Quality Assurance,2205.00
79925,Marny J. Herman,44,Borland,Sales and Marketing,4781.00
79928,Sonya O. Pratt,26,Lycos,Public Relations,2632.00
79929,Dante K. Bond,51,Adobe,Accounting,2671.00
79942,Carlos T. Burch,53,Altavista,Customer Relations,9713.00
79959,Aileen A. Butler,38,Finale,Media Relations,4912.00
79960,Porter C. Fernandez,53,Lavasoft,Legal Department,4786.00
79964,Mona A. Bruce,41,Altavista,Legal Department,7292.00
79967,Ray K. Barber,62,Borland,Payroll,5668.00
79968,Natalie H. Petersen,24,Chami,Advertising,2610.00
79973,Zelda W. Beach,50,Cakewalk,Media Relations,1171.00
79983,Shana O. Christensen,39,Google,Finances,5413.00
79988,Ian J. Christian,68,Cakewalk,Customer Relations,6937.00
79991,Desiree J. Schultz,45,Lavasoft,Quality Assurance,7110.00
79992,Jocelyn A. Young,65,Google,Research and Development,9392.00
79994,Luke J. Hickman,19,Apple Systems,Legal Department,8926.00
80003,Kelsey H. Hebert,53,Cakewalk,Research and Development,6429.00
80004,Medge B. Frazier,67,Finale,Tech Support,7188.00
80012,Amery C. Talley,60,Microsoft,Accounting,9299.00
80019,Demetrius R. Jordan,58,Google,Sales and Marketing,2288.00
80051,Hanae U. Davidson,43,Cakewalk,Quality Assurance,9156.00
80052,Wendy X. Roth,40,Borland,Sales and Marketing,7817.00
80056,Melvin Q. Dunn,42,Apple Systems,Media Relations,8424.00
80064,Finn S. Fitzgerald,21,Chami,Media Relations,2125.00
80068,Guy W. Thomas,56,Finale,Human Resources,8509.00
80073,Jesse P. Slater,35,Adobe,Accounting,4843.00
80074,Hadley A. Bean,41,Yahoo,Payroll,2016.00
80078,Phyllis Q. Knowles,40,Apple Systems,Tech Support,9423.00
80079,Hedda Y. Kirkland,44,Altavista,Human Resources,1384.00
80080,Lunea A. Mack,41,Google,Advertising,9559.00
80094,Maia N. Leblanc,42,Altavista,Human Resources,3652.00
80096,Keaton J. Cooley,62,Apple Systems,Research and Development,9952.00
80098,Ali T. Stanton,63,Lycos,Finances,5210.00
80100,Keegan M. Dickson,65,Cakewalk,Advertising,3896.00
80124,Ora Q. Schroeder,33,Borland,Research and Development,6497.00
80126,Tyrone P. Bryant,32,Chami,Finances,7275.00
80131,Sybill V. Christensen,60,Sibelius,Finances,3120.00
80140,Roary U. Steele,59,Altavista,Public Relations,2386.00
80141,Calista G. Lowe,32,Adobe,Public Relations,9851.00
80143,Omar F. Lindsay,38,Google,Customer Service,8637.00
80145,Sonia I. Lopez,22,Borland,Legal Department,5026.00
80149,Gemma C. Mcpherson,41,Chami,Sales and Marketing,3393.00
80171,Dacey V. Roman,30,Google,Accounting,2345.00
80172,Stephanie Z. Mccray,44,Google,Public Relations,5763.00
80185,Anika L. Montgomery,26,Adobe,Advertising,2264.00
80192,Avye B. Frazier,69,Microsoft,Payroll,4931.00
80194,Paul U. Warren,48,Yahoo,Customer Service,3875.00
80204,Kennedy G. Henry,39,Altavista,Customer Relations,5926.00
80221,Nayda J. Shepard,52,Finale,Advertising,1493.00
80238,Daphne H. Roberson,52,Google,Human Resources,4695.00
80239,Dominique M. Weaver,49,Yahoo,Customer Service,9429.00
80241,Blythe T. Mccormick,20,Cakewalk,Customer Service,9615.00
80242,Theodore K. Acosta,45,Altavista,Asset Management,3024.00
80243,Rajah W. Boyle,28,Cakewalk,Media Relations,3042.00
80247,Nevada L. Bryan,69,Finale,Legal Department,3739.00
80268,Carissa Z. Williams,44,Macromedia,Quality Assurance,5484.00
80269,Jameson X. Holman,41,Altavista,Human Resources,3935.00
80273,Elliott T. Dodson,34,Sibelius,Public Relations,1530.00
80274,Naomi Q. Best,29,Yahoo,Quality Assurance,2950.00
80287,Inga U. Britt,39,Macromedia,Customer Service,6781.00
80294,Yvette J. Brock,70,Chami,Legal Department,7282.00
80303,Daphne X. Chavez,41,Finale,Advertising,9254.00
80308,Armand K. Joseph,65,Apple Systems,Sales and Marketing,1327.00
80319,Teagan P. Frazier,67,Adobe,Human Resources,1199.00
80320,Noel E. Morrow,32,Apple Systems,Payroll,1442.00
80346,Ifeoma H. Sosa,46,Chami,Customer Service,9988.00
80359,Hadley E. Hyde,62,Borland,Customer Service,6413.00
80363,Isabella G. Donaldson,61,Lycos,Finances,9519.00
80367,Sage N. Hunter,44,Yahoo,Public Relations,2335.00
80368,Gregory E. Goodwin,22,Apple Systems,Accounting,9549.00
80370,Kenyon C. Osborn,55,Chami,Finances,9466.00
80377,Tate B. Cote,61,Sibelius,Quality Assurance,1587.00
80381,Madaline S. Ross,30,Apple Systems,Quality Assurance,1980.00
80384,Signe O. Rosario,41,Lavasoft,Tech Support,9428.00
80395,Kaye C. Wong,46,Google,Public Relations,5559.00
80397,Yeo G. Mullins,53,Microsoft,Public Relations,8069.00
80399,Brett U. Weeks,27,Sibelius,Media Relations,3063.00
80421,Yuri A. Jacobs,41,Lycos,Media Relations,4941.00
80426,Griffin U. Barr,54,Apple Systems,Accounting,2603.00
80427,Savannah Q. Whitaker,53,Yahoo,Public Relations,2909.00
80428,Piper U. Hubbard,65,Borland,Quality Assurance,7986.00
80438,Melodie V. Vang,70,Apple Systems,Legal Department,1748.00
80443,Tara K. Gibbs,67,Finale,Legal Department,8966.00
80444,Jonas R. Mercer,39,Chami,Legal Department,1749.00
80445,Kuame W. Clarke,51,Apple Systems,Payroll,4716.00
80451,Blair J. Parsons,53,Lycos,Finances,2651.00
80455,Jocelyn P. Ingram,58,Lavasoft,Customer Service,9327.00
80457,Wing I. Levine,25,Yahoo,Finances,9915.00
80474,Leilani U. Beck,35,Altavista,Media Relations,1083.00
80475,Colton D. Tyler,19,Adobe,Finances,5571.00
80482,Jessica M. Reyes,42,Lycos,Media Relations,3071.00
80489,Dana T. Neal,59,Lavasoft,Quality Assurance,8533.00
80495,Tyler C. Cook,39,Borland,Tech Support,7335.00
80510,Britanni O. Wade,59,Google,Human Resources,4582.00
80511,Jarrod T. Finley,39,Altavista,Tech Support,4694.00
80513,Suki H. Buck,62,Finale,Quality Assurance,2963.00
80517,Reece T. Noel,46,Chami,Human Resources,9886.00
80526,Jared M. Conway,64,Google,Legal Department,4908.00
80527,Ruby S. Johnson,63,Sibelius,Customer Service,5373.00
80536,Mollie X. Weber,68,Yahoo,Research and Development,3283.00
80539,Elton H. Pitts,66,Cakewalk,Accounting,9174.00
80543,Shelly N. Rocha,51,Lavasoft,Legal Department,9287.00
80557,Isaac S. Wagner,29,Yahoo,Asset Management,6166.00
80583,Carissa V. Nixon,38,Sibelius,Customer Relations,9186.00
80595,Lael Z. Harris,65,Finale,Accounting,8287.00
80615,Asher T. Stanley,24,Adobe,Media Relations,4680.00
80624,Adria B. Castro,24,Altavista,Customer Service,1921.00
80627,Odysseus F. Castro,55,Adobe,Finances,6454.00
80629,May S. Gillespie,37,Yahoo,Customer Relations,1789.00
80639,Scott N. Alvarez,62,Altavista,Tech Support,7787.00
80643,Kelly V. Hinton,50,Borland,Media Relations,5184.00
80653,Urielle N. Miranda,53,Yahoo,Quality Assurance,2418.00
80656,Daphne W. Huber,49,Microsoft,Payroll,7688.00
80657,Cooper D. Simmons,55,Macromedia,Asset Management,6532.00
80667,Daria I. Herrera,46,Altavista,Media Relations,2252.00
80671,Marsden W. Sparks,37,Borland,Payroll,5487.00
80695,Aurelia G. Velez,33,Borland,Tech Support,6353.00
80696,Magee R. Maldonado,63,Finale,Quality Assurance,4933.00
80698,Josiah R. Jordan,42,Macromedia,Finances,7835.00
80724,Herrod F. Kirkland,38,Google,Legal Department,5336.00
80726,Cara M. Sanford,33,Adobe,Advertising,5681.00
80734,Catherine Y. Walls,69,Sibelius,Tech Support,7787.00
80744,Aurora L. Vargas,59,Yahoo,Public Relations,1065.00
80747,Maite H. Ashley,43,Apple Systems,Human Resources,7666.00
80748,Duncan Y. Woodard,35,Adobe,Legal Department,8235.00
80749,Leslie K. Dalton,58,Lycos,Tech Support,8564.00
80758,Wallace G. Jackson,38,Lycos,Finances,4808.00
80759,Magee N. Gibson,51,Adobe,Asset Management,1069.00
80760,Rae N. Bennett,46,Sibelius,Asset Management,1557.00
80767,Rahim A. Irwin,27,Google,Customer Service,8610.00
80768,Omar T. Wall,64,Altavista,Quality Assurance,1531.00
80770,Skyler C. Hines,53,Google,Customer Relations,5136.00
80778,Oprah B. Gilbert,31,Lavasoft,Sales and Marketing,1768.00
80788,Kenneth H. Moss,29,Chami,Customer Relations,3927.00
80803,Portia C. Morris,22,Altavista,Accounting,4405.00
80806,Alexa X. Porter,59,Adobe,Tech Support,7407.00
80807,Theodore K. Dawson,21,Apple Systems,Advertising,7621.00
80808,Phelan W. Sosa,62,Sibelius,Payroll,3504.00
80817,Nolan X. Chandler,25,Finale,Media Relations,8297.00
80828,Rose A. Bennett,56,Macromedia,Asset Management,5852.00
80830,Alea K. Edwards,26,Adobe,Public Relations,6490.00
80831,Conan Y. Frank,44,Finale,Finances,2901.00
80837,Tara G. Delaney,24,Borland,Payroll,1008.00
80838,Jonas R. Camacho,40,Macromedia,Finances,2395.00
80850,Hanna D. Gamble,53,Cakewalk,Research and Development,7699.00
80858,Kaitlin M. Tucker,48,Altavista,Customer Service,4135.00
80860,Yuri E. Hurley,18,Apple Systems,Sales and Marketing,2088.00
80863,Isaac U. Drake,22,Google,Accounting,9521.00
80865,Doris D. Vasquez,48,Lycos,Quality Assurance,3198.00
80884,Nolan R. Simon,24,Yahoo,Public Relations,7909.00
80886,Macaulay B. Moses,44,Borland,Asset Management,7688.00
80891,Eleanor K. Mcclure,65,Apple Systems,Quality Assurance,5706.00
80892,Ina Q. Raymond,35,Macromedia,Advertising,4051.00
80896,Reese P. Conner,58,Yahoo,Media Relations,9414.00
80897,Cassady G. Dyer,66,Lycos,Sales and Marketing,2720.00
80905,Candice P. Mcpherson,23,Cakewalk,Accounting,6709.00
80907,Lesley J. Tanner,20,Apple Systems,Asset Management,3178.00
80908,Quemby I. Little,64,Altavista,Media Relations,9949.00
80913,Macon C. Flores,32,Adobe,Accounting,7500.00
80925,Cally R. Kane,58,Lycos,Payroll,5145.00
80934,Jasmine U. Mcleod,18,Borland,Asset Management,8927.00
80947,Richard P. Hampton,49,Apple Systems,Sales and Marketing,1600.00
80949,Alvin S. Horton,54,Microsoft,Sales and Marketing,7640.00
80951,Eliana U. Boyd,40,Cakewalk,Sales and Marketing,4268.00
80955,Alika G. Eaton,35,Lavasoft,Public Relations,3594.00
80958,Finn T. Joyner,59,Macromedia,Quality Assurance,4419.00
80959,Sharon N. Sweeney,41,Borland,Public Relations,1108.00
80960,Donovan W. Chavez,37,Finale,Finances,9695.00
80975,Eliana D. Goodman,38,Cakewalk,Research and Development,6660.00
80984,Caryn H. Bates,41,Sibelius,Finances,1226.00
80987,Quin Z. Gross,63,Chami,Customer Relations,1256.00
80993,Echo A. Oneal,66,Sibelius,Advertising,1418.00
80999,Erich C. Hogan,59,Lavasoft,Advertising,2109.00
81001,Lynn E. Clemons,39,Yahoo,Sales and Marketing,2205.00
81002,Magee M. Osborne,20,Lavasoft,Tech Support,7076.00
81016,Yuli G. Rich,36,Chami,Accounting,8137.00
81029,Cynthia V. Alford,52,Sibelius,Accounting,1528.00
81033,Rahim A. Everett,55,Adobe,Legal Department,7416.00
81036,Kirsten V. Pollard,70,Chami,Research and Development,6719.00
81043,Kathleen Z. Strong,59,Borland,Research and Development,1247.00
81046,Fleur A. Ruiz,70,Lycos,Asset Management,8036.00
81056,Kiara H. Fuentes,59,Apple Systems,Advertising,3809.00
81058,Caryn I. Watson,37,Adobe,Human Resources,4114.00
81065,Illiana K. Kelley,47,Microsoft,Finances,7897.00
81069,Maris Y. Valenzuela,47,Chami,Asset Management,7583.00
81073,Aristotle R. Acosta,61,Sibelius,Public Relations,5248.00
81079,Claudia J. Jennings,53,Altavista,Human Resources,2303.00
81081,Imani H. Parks,67,Sibelius,Quality Assurance,9566.00
81085,Brady F. Cross,42,Google,Customer Service,3753.00
81097,Quon H. Blake,65,Yahoo,Sales and Marketing,5403.00
81100,Neve D. Hinton,63,Yahoo,Sales and Marketing,3702.00
81101,Ila P. Dyer,36,Yahoo,Accounting,4547.00
81114,Sean E. Richmond,66,Macromedia,Customer Relations,7885.00
81115,Darrel Z. Mccarty,35,Finale,Advertising,8510.00
81120,Steven A. Edwards,58,Cakewalk,Public Relations,4276.00
81124,Shelly T. Clarke,23,Cakewalk,Customer Service,7114.00
81125,Carla N. Howard,19,Lycos,Asset Management,5372.00
81126,Matthew Q. Graves,57,Adobe,Quality Assurance,5267.00
81132,Justin X. Montgomery,25,Google,Sales and Marketing,8609.00
81139,Arsenio B. Hodges,51,Cakewalk,Human Resources,5592.00
81142,Mona C. Hayden,21,Sibelius,Human Resources,2573.00
81152,Aristotle E. Dunlap,48,Yahoo,Quality Assurance,9991.00
81155,Kevyn S. Murray,32,Lycos,Customer Relations,9546.00
81160,Beau A. Becker,67,Adobe,Quality Assurance,2076.00
81169,Germaine X. Cantrell,34,Apple Systems,Accounting,7621.00
81172,Sharon V. Riddle,20,Finale,Accounting,1743.00
81175,Amy J. Moody,69,Lavasoft,Accounting,7287.00
81177,Daphne A. Dodson,20,Borland,Customer Service,3182.00
81180,Zorita S. Spence,63,Apple Systems,Legal Department,9178.00
81190,Mona H. Terry,22,Borland,Research and Development,7878.00
81191,Hakeem G. Santiago,37,Yahoo,Asset Management,8645.00
81192,Quyn O. Lott,44,Borland,Accounting,2197.00
81195,Shana J. Hull,24,Adobe,Research and Development,8991.00
81197,Belle U. Franco,57,Lavasoft,Media Relations,3163.00
81202,Rana W. Oconnor,68,Altavista,Legal Department,8156.00
81203,Warren S. Farmer,39,Altavista,Media Relations,7387.00
81217,Aurora G. Mitchell,23,Cakewalk,Payroll,4353.00
81221,Paul Y. Rutledge,31,Cakewalk,Quality Assurance,3232.00
81222,Amela I. Carey,39,Apple Systems,Human Resources,9580.00
81224,Reese P. Harrison,53,Google,Sales and Marketing,2532.00
81235,Jack J. Salinas,41,Macromedia,Accounting,4389.00
81241,Kyra E. Doyle,37,Apple Systems,Asset Management,4062.00
81247,Donovan M. Meyer,66,Finale,Asset Management,9089.00
81248,Veronica W. Baker,37,Cakewalk,Accounting,6684.00
81251,Silas X. Lowery,49,Chami,Customer Service,1658.00
81261,Zenia P. Simon,43,Yahoo,Sales and Marketing,5216.00
81280,Eliana Z. Lawson,49,Macromedia,Research and Development,8857.00
81281,Kirk Y. Kaufman,67,Sibelius,Legal Department,1336.00
81284,Carl D. Glenn,42,Google,Legal Department,7447.00
81285,Jessamine H. Yang,29,Apple Systems,Payroll,3347.00
81290,Rosalyn F. Herrera,67,Finale,Sales and Marketing,1755.00
81291,Rana O. Caldwell,37,Borland,Public Relations,4084.00
81323,Ulysses J. Leon,50,Finale,Accounting,4538.00
81325,Galena L. Finley,70,Yahoo,Tech Support,9916.00
81332,Dahlia B. Singleton,18,Borland,Sales and Marketing,2907.00
81335,Keefe J. Burnett,46,Macromedia,Human Resources,8748.00
81336,Jael I. Spencer,47,Adobe,Customer Relations,3448.00
81338,Tate J. Fuentes,48,Adobe,Asset Management,4617.00
81347,Harper S. Guerrero,44,Adobe,Advertising,6810.00
81348,Caleb T. Hubbard,34,Borland,Asset Management,4779.00
81353,Macy B. Cunningham,30,Google,Sales and Marketing,5446.00
81358,Zenaida T. William,40,Google,Customer Relations,7880.00
81361,Macon V. Stevens,43,Microsoft,Legal Department,4500.00
81376,Teagan E. Stark,69,Adobe,Research and Development,6663.00
81377,Amber U. Petersen,44,Borland,Tech Support,1173.00
81391,Brenden V. Rowe,69,Google,Human Resources,6399.00
81407,Inez J. Beard,63,Cakewalk,Tech Support,5463.00
81429,Bree C. Aguilar,64,Google,Payroll,5440.00
81435,Maile L. Atkins,39,Macromedia,Payroll,4973.00
81448,Garrett C. Torres,66,Finale,Customer Relations,4460.00
81450,Kimberley C. Nash,51,Apple Systems,Media Relations,9856.00
81454,Nolan D. Carpenter,21,Cakewalk,Customer Relations,2298.00
81494,Lars A. Burt,55,Borland,Public Relations,8753.00
81501,Steel A. Griffin,52,Cakewalk,Accounting,6152.00
81505,Adam C. Brennan,19,Apple Systems,Tech Support,4753.00
81508,Shellie U. Wilson,18,Macromedia,Quality Assurance,6351.00
81520,Drake X. Hart,26,Cakewalk,Tech Support,1291.00
81521,Beau C. Forbes,25,Adobe,Finances,7434.00
81523,Ruby I. Castro,68,Borland,Accounting,1201.00
81524,Echo M. Simmons,27,Google,Research and Development,4244.00
81525,Laith D. Powell,56,Lycos,Tech Support,7150.00
81531,Branden F. Herman,47,Sibelius,Human Resources,9499.00
81535,Eve G. Gregory,18,Borland,Tech Support,2674.00
81536,Ralph Z. Soto,28,Cakewalk,Sales and Marketing,3702.00
81568,Athena Q. Berry,62,Macromedia,Tech Support,7445.00
81569,Zelenia U. Dunn,27,Apple Systems,Media Relations,7049.00
81586,Mercedes T. Giles,62,Google,Sales and Marketing,3875.00
81593,Erich P. Kramer,47,Sibelius,Human Resources,6877.00
81595,Irma I. Page,31,Cakewalk,Asset Management,3579.00
81612,Josiah Y. Barlow,46,Adobe,Sales and Marketing,1026.00
81614,Calvin K. Pierce,53,Cakewalk,Research and Development,8545.00
81635,Zephania D. Parsons,28,Yahoo,Research and Development,8635.00
81644,Madeson M. Slater,48,Lycos,Accounting,6806.00
81657,Ralph F. Hardy,32,Borland,Customer Relations,3925.00
81659,Tarik Q. Conley,55,Cakewalk,Tech Support,8049.00
81661,Freya F. Morris,59,Chami,Asset Management,6828.00
81662,Lucas Y. Hernandez,26,Altavista,Customer Relations,9283.00
81667,Sebastian A. White,32,Lavasoft,Customer Relations,1998.00
81676,Quinlan O. Finch,36,Altavista,Accounting,3804.00
81691,Garth J. Drake,43,Altavista,Advertising,1475.00
81693,Demetrius S. Wallace,60,Lycos,Advertising,4584.00
81706,Plato G. Sawyer,41,Lavasoft,Advertising,9493.00
81708,Jana C. Holt,29,Macromedia,Sales and Marketing,9876.00
81718,Rama L. Booth,44,Sibelius,Accounting,7672.00
81738,Dalton K. Parks,22,Macromedia,Advertising,1410.00
81791,Quinn S. Duffy,65,Lavasoft,Tech Support,7042.00
81796,Nero K. Morton,27,Microsoft,Sales and Marketing,4702.00
81803,Harper N. Justice,58,Apple Systems,Media Relations,4487.00
81820,Solomon K. Rosales,61,Yahoo,Asset Management,3409.00
81822,Blake M. Paul,66,Altavista,Legal Department,1503.00
81828,Laura F. Pugh,70,Lycos,Advertising,8054.00
81829,Keely K. Sampson,29,Yahoo,Customer Relations,4015.00
81831,Fatima C. Carson,66,Finale,Payroll,5555.00
81832,Kelsie D. Pacheco,43,Chami,Finances,2064.00
81835,Zachary G. Le,40,Lycos,Advertising,7583.00
81849,Sopoline E. Clarke,50,Finale,Customer Service,7635.00
81859,Athena Z. Collier,33,Cakewalk,Payroll,8856.00
81861,Joelle J. Raymond,40,Lycos,Payroll,6253.00
81869,Jana P. Lamb,45,Macromedia,Quality Assurance,2790.00
81894,Karen V. Boyer,48,Chami,Tech Support,6073.00
81896,Slade L. Michael,19,Borland,Advertising,7061.00
81900,Kylan P. Hebert,36,Finale,Customer Service,6533.00
81903,Jillian Z. Hendricks,67,Finale,Advertising,2221.00
81908,Christen Q. Martin,62,Macromedia,Advertising,9974.00
81917,Damian N. Bryan,70,Apple Systems,Public Relations,8556.00
81921,Shana R. Lindsey,53,Chami,Quality Assurance,1650.00
81929,Isabelle B. Good,24,Google,Tech Support,4894.00
81933,Keegan D. Franks,68,Cakewalk,Accounting,6758.00
81938,Wade A. Crawford,61,Altavista,Quality Assurance,9811.00
81956,Jin L. Luna,27,Yahoo,Quality Assurance,4597.00
81958,Gail A. Oneal,48,Cakewalk,Quality Assurance,2323.00
81961,Belle T. Spencer,55,Sibelius,Public Relations,2513.00
81983,Chanda P. Cox,65,Borland,Payroll,5818.00
81998,Dacey Z. Beach,58,Finale,Tech Support,8068.00
81999,Sara L. Chan,60,Macromedia,Human Resources,3926.00
